departure_date,flight_type,total_flights,avg_departure_delay
2023-11-02,Regular departures,62,14.741935483870968
2023-11-02,Shoulder hour flights,10,13.6
2023-11-03,Regular departures,90,18.488888888888887
2023-11-03,Shoulder hour flights,15,7.933333333333334
2023-11-04,Regular departures,72,16.875
2023-11-04,Shoulder hour flights,17,11.823529411764707
2023-11-05,Night hour departures,1,4.0
2023-11-05,Regular departures,76,17.592105263157894
2023-11-05,Shoulder hour flights,15,8.866666666666667
2023-11-06,Night hour departures,2,2.0
2023-11-06,Regular departures,98,12.36734693877551
2023-11-06,Shoulder hour flights,14,12.785714285714286
2023-11-07,Regular departures,59,15.033898305084746
2023-11-08,Regular departures,71,13.183098591549296
2023-11-08,Shoulder hour flights,3,15.0
2023-11-09,Night hour departures,1,13.0
2023-11-09,Regular departures,78,13.35897435897436
2023-11-09,Shoulder hour flights,10,14.9
2023-11-10,Night hour departures,1,5.0
2023-11-10,Regular departures,90,15.666666666666666
2023-11-10,Shoulder hour flights,12,14.916666666666666
2023-11-11,Regular departures,63,12.952380952380953
2023-11-11,Shoulder hour flights,15,16.266666666666666
2023-11-12,Night hour departures,1,5.0
2023-11-12,Regular departures,75,11.266666666666667
2023-11-12,Shoulder hour flights,12,3.25
2023-11-13,Regular departures,71,15.915492957746478
2023-11-13,Shoulder hour flights,6,15.333333333333334
2023-11-14,Regular departures,52,12.538461538461538
2023-11-14,Shoulder hour flights,12,29.583333333333332
2023-11-15,Night hour departures,1,6.0
2023-11-15,Regular departures,64,11.5
2023-11-15,Shoulder hour flights,11,13.454545454545455
2023-11-16,Night hour departures,1,4.0
2023-11-16,Regular departures,75,14.266666666666667
2023-11-16,Shoulder hour flights,11,27.454545454545453
2023-11-17,Regular departures,82,18.170731707317074
2023-11-17,Shoulder hour flights,13,12.76923076923077
2023-11-18,Regular departures,58,13.913793103448276
2023-11-18,Shoulder hour flights,15,4.933333333333334
2023-11-19,Night hour departures,1,4.0
2023-11-19,Regular departures,64,14.875
2023-11-19,Shoulder hour flights,13,5.923076923076923
2023-11-20,Regular departures,72,12.86111111111111
2023-11-20,Shoulder hour flights,10,0.8
2023-11-21,Regular departures,51,11.176470588235293
2023-11-21,Shoulder hour flights,15,11.133333333333333
2023-11-22,Regular departures,65,8.292307692307693
2023-11-22,Shoulder hour flights,2,5.0
2023-11-23,Night hour departures,1,11.0
2023-11-23,Regular departures,73,10.082191780821917
2023-11-23,Shoulder hour flights,11,8.545454545454545
2023-11-24,Regular departures,88,18.772727272727273
2023-11-24,Shoulder hour flights,6,5.5
2023-11-25,Regular departures,60,12.35
2023-11-25,Shoulder hour flights,15,16.6
2023-11-26,Regular departures,69,13.63768115942029
2023-11-26,Shoulder hour flights,13,9.0
2023-11-27,Regular departures,96,12.229166666666666
2023-11-27,Shoulder hour flights,13,6.230769230769231
2023-11-28,Regular departures,60,10.7
2023-11-28,Shoulder hour flights,12,11.583333333333334
2023-11-29,Night hour departures,1,6.0
2023-11-29,Regular departures,60,13.233333333333333
2023-11-29,Shoulder hour flights,11,20.818181818181817
2023-11-30,Night hour departures,1,3.0
2023-11-30,Regular departures,60,16.333333333333332
2023-11-30,Shoulder hour flights,13,9.0
2023-12-01,Regular departures,56,26.839285714285715
2023-12-01,Shoulder hour flights,13,24.53846153846154
2023-12-02,Regular departures,51,27.215686274509803
2023-12-02,Shoulder hour flights,10,30.4
2023-12-03,Night hour departures,1,5.0
2023-12-03,Regular departures,66,12.333333333333334
2023-12-03,Shoulder hour flights,4,10.0
2023-12-04,Night hour departures,1,5.0
2023-12-04,Regular departures,83,19.337349397590362
2023-12-04,Shoulder hour flights,12,4.0
2023-12-05,Regular departures,67,10.567164179104477
2023-12-05,Shoulder hour flights,12,20.916666666666668
2023-12-06,Night hour departures,1,2.0
2023-12-06,Regular departures,68,17.794117647058822
2023-12-06,Shoulder hour flights,11,1.0
2023-12-07,Regular departures,56,12.142857142857142
2023-12-07,Shoulder hour flights,3,2.0
2023-12-08,Regular departures,79,17.0
2023-12-08,Shoulder hour flights,14,8.714285714285714
2023-12-09,Regular departures,64,18.03125
2023-12-09,Shoulder hour flights,14,17.428571428571427
2023-12-10,Regular departures,70,20.585714285714285
2023-12-10,Shoulder hour flights,5,14.2
2023-12-11,Regular departures,91,11.604395604395604
2023-12-11,Shoulder hour flights,7,11.428571428571429
2023-12-12,Regular departures,71,10.746478873239436
2023-12-12,Shoulder hour flights,12,9.833333333333334
2023-12-13,Night hour departures,1,3.0
2023-12-13,Regular departures,66,13.015151515151516
2023-12-13,Shoulder hour flights,12,19.0
2023-12-14,Regular departures,82,13.670731707317072
2023-12-14,Shoulder hour flights,13,9.076923076923077
2023-12-15,Regular departures,93,17.182795698924732
2023-12-15,Shoulder hour flights,14,13.285714285714286
2023-12-16,Night hour departures,1,39.0
2023-12-16,Regular departures,76,18.105263157894736
2023-12-16,Shoulder hour flights,16,11.75
2023-12-17,Regular departures,86,14.872093023255815
2023-12-17,Shoulder hour flights,15,12.6
2023-12-18,Regular departures,92,17.98913043478261
2023-12-18,Shoulder hour flights,14,2.5
2023-12-19,Regular departures,82,17.182926829268293
2023-12-19,Shoulder hour flights,13,8.0
2023-12-20,Regular departures,87,15.586206896551724
2023-12-20,Shoulder hour flights,6,7.5
2023-12-21,Night hour departures,1,12.0
2023-12-21,Regular departures,56,19.410714285714285
2023-12-21,Shoulder hour flights,14,28.5
2023-12-22,Regular departures,66,21.96969696969697
2023-12-22,Shoulder hour flights,15,26.2
2023-12-23,Regular departures,55,21.509090909090908
2023-12-23,Shoulder hour flights,9,12.222222222222221
2023-12-24,Regular departures,58,16.551724137931036
2023-12-24,Shoulder hour flights,16,11.125
2023-12-25,Regular departures,16,11.9375
2023-12-25,Shoulder hour flights,8,0.0
2023-12-26,Regular departures,72,16.583333333333332
2023-12-26,Shoulder hour flights,13,14.461538461538462
2023-12-27,Regular departures,66,23.106060606060606
2023-12-27,Shoulder hour flights,13,4.230769230769231
2023-12-28,Regular departures,75,18.386666666666667
2023-12-28,Shoulder hour flights,15,21.466666666666665
2023-12-29,Night hour departures,1,10.0
2023-12-29,Regular departures,87,19.149425287356323
2023-12-29,Shoulder hour flights,14,11.285714285714286
2023-12-30,Regular departures,72,19.61111111111111
2023-12-30,Shoulder hour flights,20,17.5
2023-12-31,Night hour departures,1,5.0
2023-12-31,Regular departures,78,20.666666666666668
2023-12-31,Shoulder hour flights,8,7.125
2024-01-01,Regular departures,94,17.03191489361702
2024-01-01,Shoulder hour flights,17,4.823529411764706
2024-01-02,Night hour departures,1,0.0
2024-01-02,Regular departures,81,17.74074074074074
2024-01-02,Shoulder hour flights,13,15.307692307692308
2024-01-03,Regular departures,80,14.4
2024-01-03,Shoulder hour flights,5,6.8
2024-01-04,Night hour departures,1,3.0
2024-01-04,Regular departures,80,13.35
2024-01-04,Shoulder hour flights,16,8.375
2024-01-05,Regular departures,91,11.901098901098901
2024-01-05,Shoulder hour flights,15,5.2
2024-01-06,Regular departures,67,19.611940298507463
2024-01-06,Shoulder hour flights,17,14.941176470588236
2024-01-07,Regular departures,75,14.64
2024-01-07,Shoulder hour flights,15,11.866666666666667
2024-01-08,Night hour departures,1,5.0
2024-01-08,Regular departures,80,17.15
2024-01-08,Shoulder hour flights,14,14.142857142857142
2024-01-09,Regular departures,50,11.5
2024-01-09,Shoulder hour flights,11,2.3636363636363638
2024-01-10,Night hour departures,1,0.0
2024-01-10,Regular departures,51,7.0
2024-01-10,Shoulder hour flights,9,8.88888888888889
2024-01-11,Night hour departures,1,0.0
2024-01-11,Regular departures,63,9.158730158730158
2024-01-11,Shoulder hour flights,3,13.666666666666666
2024-01-12,Regular departures,76,8.68421052631579
2024-01-12,Shoulder hour flights,13,16.692307692307693
2024-01-13,Regular departures,63,13.80952380952381
2024-01-13,Shoulder hour flights,17,9.823529411764707
2024-01-14,Regular departures,70,10.814285714285715
2024-01-14,Shoulder hour flights,15,2.2
2024-01-15,Regular departures,57,9.614035087719298
2024-01-15,Shoulder hour flights,6,4.5
2024-01-16,Regular departures,41,9.170731707317072
2024-01-16,Shoulder hour flights,4,1.5
2024-01-17,Night hour departures,1,2.0
2024-01-17,Regular departures,44,12.977272727272727
2024-01-17,Shoulder hour flights,10,2.9
2024-01-18,Night hour departures,1,8.0
2024-01-18,Regular departures,58,13.275862068965518
2024-01-19,Regular departures,82,15.292682926829269
2024-01-19,Shoulder hour flights,13,26.384615384615383
2024-01-20,Regular departures,68,13.617647058823529
2024-01-20,Shoulder hour flights,17,2.9411764705882355
2024-01-21,Regular departures,39,11.256410256410257
2024-01-21,Shoulder hour flights,7,3.5714285714285716
2024-01-22,Regular departures,65,15.138461538461538
2024-01-22,Shoulder hour flights,5,3.6
2024-01-23,Regular departures,44,10.568181818181818
2024-01-23,Shoulder hour flights,11,8.090909090909092
2024-01-24,Regular departures,39,7.128205128205129
2024-01-24,Shoulder hour flights,1,0.0
2024-01-25,Night hour departures,1,12.0
2024-01-25,Regular departures,64,10.65625
2024-01-25,Shoulder hour flights,10,5.6
2024-01-26,Regular departures,80,14.4125
2024-01-26,Shoulder hour flights,5,8.4
2024-01-27,Regular departures,67,12.388059701492537
2024-01-27,Shoulder hour flights,17,16.470588235294116
2024-01-28,Night hour departures,1,5.0
2024-01-28,Regular departures,74,11.41891891891892
2024-01-28,Shoulder hour flights,15,1.4666666666666666
2024-01-29,Regular departures,80,10.85
2024-01-29,Shoulder hour flights,15,7.0
2024-01-30,Regular departures,53,7.132075471698113
2024-01-30,Shoulder hour flights,11,1.1818181818181819
2024-01-31,Night hour departures,1,4.0
2024-01-31,Regular departures,55,6.4
2024-01-31,Shoulder hour flights,10,18.6
2024-02-01,Night hour departures,1,4.0
2024-02-01,Regular departures,72,8.416666666666666
2024-02-01,Shoulder hour flights,10,3.3
2024-02-02,Night hour departures,1,14.0
2024-02-02,Regular departures,90,15.555555555555555
2024-02-02,Shoulder hour flights,13,7.769230769230769
2024-02-03,Regular departures,62,18.677419354838708
2024-02-03,Shoulder hour flights,19,4.7368421052631575
2024-02-04,Regular departures,67,16.567164179104477
2024-02-04,Shoulder hour flights,15,6.2
2024-02-05,Regular departures,92,13.434782608695652
2024-02-05,Shoulder hour flights,14,13.714285714285714
2024-02-06,Regular departures,54,8.24074074074074
2024-02-06,Shoulder hour flights,13,9.0
2024-02-07,Night hour departures,1,8.0
2024-02-07,Regular departures,67,10.462686567164178
2024-02-07,Shoulder hour flights,11,13.363636363636363
2024-02-08,Night hour departures,1,0.0
2024-02-08,Regular departures,67,11.119402985074627
2024-02-08,Shoulder hour flights,12,12.833333333333334
2024-02-09,Night hour departures,1,5.0
2024-02-09,Regular departures,80,15.45
2024-02-09,Shoulder hour flights,13,15.538461538461538
2024-02-10,Night hour departures,1,0.0
2024-02-10,Regular departures,76,17.42105263157895
2024-02-10,Shoulder hour flights,16,13.625
2024-02-11,Regular departures,88,11.068181818181818
2024-02-11,Shoulder hour flights,15,7.466666666666667
2024-02-12,Regular departures,98,9.96938775510204
2024-02-12,Shoulder hour flights,15,8.466666666666667
2024-02-14,Night hour departures,1,9.0
2024-02-14,Regular departures,69,10.608695652173912
2024-02-14,Shoulder hour flights,12,19.5
2024-02-15,Night hour departures,1,12.0
2024-02-15,Regular departures,78,10.256410256410257
2024-02-15,Shoulder hour flights,12,7.0
2024-02-16,Regular departures,98,14.785714285714286
2024-02-16,Shoulder hour flights,15,7.8
2024-02-17,Regular departures,78,15.153846153846153
2024-02-17,Shoulder hour flights,19,8.052631578947368
2024-02-18,Regular departures,77,17.207792207792206
2024-02-18,Shoulder hour flights,16,4.0
2024-02-19,Regular departures,100,12.88
2024-02-19,Shoulder hour flights,15,2.7333333333333334
2024-02-20,Regular departures,68,8.705882352941176
2024-02-20,Shoulder hour flights,13,7.230769230769231
2024-02-21,Night hour departures,1,7.0
2024-02-21,Regular departures,67,8.925373134328359
2024-02-21,Shoulder hour flights,11,8.818181818181818
2024-02-22,Night hour departures,1,5.0
2024-02-22,Regular departures,75,10.96
2024-02-22,Shoulder hour flights,12,9.583333333333334
2024-02-23,Regular departures,84,15.297619047619047
2024-02-23,Shoulder hour flights,6,8.333333333333334
2024-02-24,Regular departures,73,14.150684931506849
2024-02-24,Shoulder hour flights,17,18.647058823529413
2024-02-25,Night hour departures,1,5.0
2024-02-25,Regular departures,54,14.814814814814815
2024-02-25,Shoulder hour flights,15,9.0
2024-02-26,Regular departures,61,9.80327868852459
2024-02-26,Shoulder hour flights,8,23.0
2024-02-27,Regular departures,66,10.757575757575758
2024-02-27,Shoulder hour flights,13,1.2307692307692308
2024-02-28,Night hour departures,1,0.0
2024-02-28,Regular departures,65,10.446153846153846
2024-02-28,Shoulder hour flights,10,0.9
2024-02-29,Night hour departures,1,0.0
2024-02-29,Regular departures,80,10.3875
2024-02-29,Shoulder hour flights,13,9.846153846153847
2024-03-01,Regular departures,87,18.93103448275862
2024-03-01,Shoulder hour flights,13,19.923076923076923
2024-03-02,Regular departures,74,16.18918918918919
2024-03-02,Shoulder hour flights,17,15.588235294117647
2024-03-03,Regular departures,77,14.636363636363637
2024-03-03,Shoulder hour flights,15,10.8
2024-03-04,Night hour departures,1,5.0
2024-03-04,Regular departures,91,15.10989010989011
2024-03-04,Shoulder hour flights,14,19.714285714285715
2024-03-05,Regular departures,66,11.333333333333334
2024-03-05,Shoulder hour flights,13,13.76923076923077
2024-03-06,Night hour departures,1,4.0
2024-03-06,Regular departures,75,9.613333333333333
2024-03-06,Shoulder hour flights,11,18.90909090909091
2024-03-07,Regular departures,87,13.839080459770114
2024-03-07,Shoulder hour flights,11,8.363636363636363
2024-03-08,Regular departures,94,17.48936170212766
2024-03-08,Shoulder hour flights,14,12.142857142857142
2024-03-09,Regular departures,74,13.45945945945946
2024-03-09,Shoulder hour flights,17,17.470588235294116
2024-03-10,Regular departures,77,19.07792207792208
2024-03-10,Shoulder hour flights,15,6.866666666666666
2024-03-11,Regular departures,99,12.272727272727273
2024-03-11,Shoulder hour flights,16,23.375
2024-03-12,Regular departures,75,9.68
2024-03-12,Shoulder hour flights,13,16.76923076923077
2024-03-13,Night hour departures,1,10.0
2024-03-13,Regular departures,76,10.93421052631579
2024-03-13,Shoulder hour flights,11,1.1818181818181819
2024-03-14,Night hour departures,1,8.0
2024-03-14,Regular departures,82,13.841463414634147
2024-03-14,Shoulder hour flights,11,20.09090909090909
2024-03-15,Regular departures,104,18.134615384615383
2024-03-15,Shoulder hour flights,5,10.4
2024-03-16,Regular departures,79,16.518987341772153
2024-03-16,Shoulder hour flights,18,13.555555555555555
2024-03-17,Regular departures,88,10.636363636363637
2024-03-17,Shoulder hour flights,14,6.928571428571429
2024-03-18,Regular departures,105,14.638095238095238
2024-03-18,Shoulder hour flights,16,15.9375
2024-03-19,Regular departures,69,11.072463768115941
2024-03-19,Shoulder hour flights,12,15.75
2024-03-20,Night hour departures,1,5.0
2024-03-20,Regular departures,77,7.415584415584416
2024-03-20,Shoulder hour flights,10,11.7
2024-03-21,Night hour departures,1,4.0
2024-03-21,Regular departures,84,12.523809523809524
2024-03-21,Shoulder hour flights,11,19.272727272727273
2024-03-22,Regular departures,95,16.86315789473684
2024-03-22,Shoulder hour flights,14,8.357142857142858
2024-03-23,Night hour departures,1,0.0
2024-03-23,Regular departures,77,16.545454545454547
2024-03-23,Shoulder hour flights,17,17.11764705882353
2024-03-24,Night hour departures,1,5.0
2024-03-24,Regular departures,87,14.517241379310345
2024-03-24,Shoulder hour flights,14,5.571428571428571
2024-03-25,Regular departures,110,15.945454545454545
2024-03-25,Shoulder hour flights,15,16.066666666666666
2024-03-26,Night hour departures,1,0.0
2024-03-26,Regular departures,78,12.26923076923077
2024-03-26,Shoulder hour flights,13,5.0
2024-03-27,Night hour departures,1,9.0
2024-03-27,Regular departures,81,15.481481481481481
2024-03-27,Shoulder hour flights,13,1.6923076923076923
2024-03-28,Night hour departures,1,3.0
2024-03-28,Regular departures,65,20.476923076923075
2024-03-28,Shoulder hour flights,16,16.5625
2024-03-29,Regular departures,90,18.466666666666665
2024-03-29,Shoulder hour flights,8,9.0
2024-03-30,Regular departures,74,17.7972972972973
2024-03-30,Shoulder hour flights,19,14.105263157894736
2024-03-31,Regular departures,99,14.313131313131313
2024-03-31,Shoulder hour flights,18,18.666666666666668
2024-04-01,Regular departures,93,15.0
2024-04-01,Shoulder hour flights,15,11.066666666666666
2024-04-02,Regular departures,87,15.942528735632184
2024-04-02,Shoulder hour flights,19,16.526315789473685
2024-04-03,Regular departures,99,18.04040404040404
2024-04-03,Shoulder hour flights,10,12.9
2024-04-04,Night hour departures,1,5.0
2024-04-04,Regular departures,71,18.985915492957748
2024-04-04,Shoulder hour flights,19,18.263157894736842
2024-04-05,Regular departures,85,20.988235294117647
2024-04-05,Shoulder hour flights,17,15.647058823529411
2024-04-06,Regular departures,53,22.547169811320753
2024-04-06,Shoulder hour flights,17,12.882352941176471
2024-04-07,Regular departures,62,20.06451612903226
2024-04-07,Shoulder hour flights,17,16.235294117647058
2024-04-08,Night hour departures,1,5.0
2024-04-08,Regular departures,102,14.186274509803921
2024-04-08,Shoulder hour flights,17,13.705882352941176
2024-04-09,Night hour departures,1,5.0
2024-04-09,Regular departures,90,12.11111111111111
2024-04-09,Shoulder hour flights,18,16.333333333333332
2024-04-10,Regular departures,98,12.887755102040817
2024-04-10,Shoulder hour flights,19,12.526315789473685
2024-04-11,Regular departures,89,15.303370786516854
2024-04-11,Shoulder hour flights,22,19.045454545454547
2024-04-12,Regular departures,105,18.590476190476192
2024-04-12,Shoulder hour flights,18,12.5
2024-04-13,Regular departures,80,17.8125
2024-04-13,Shoulder hour flights,13,10.538461538461538
2024-04-14,Regular departures,96,14.666666666666666
2024-04-14,Shoulder hour flights,19,7.2105263157894735
2024-04-15,Regular departures,97,17.95876288659794
2024-04-15,Shoulder hour flights,17,16.352941176470587
2024-04-16,Regular departures,74,11.405405405405405
2024-04-16,Shoulder hour flights,15,6.533333333333333
2024-04-17,Regular departures,90,12.955555555555556
2024-04-17,Shoulder hour flights,16,15.8125
2024-04-18,Night hour departures,1,5.0
2024-04-18,Regular departures,90,18.066666666666666
2024-04-18,Shoulder hour flights,16,11.25
2024-04-19,Regular departures,85,20.741176470588236
2024-04-19,Shoulder hour flights,16,10.125
2024-04-20,Regular departures,88,20.795454545454547
2024-04-20,Shoulder hour flights,17,11.941176470588236
2024-04-21,Regular departures,86,19.11627906976744
2024-04-21,Shoulder hour flights,19,14.789473684210526
2024-04-22,Regular departures,97,13.969072164948454
2024-04-22,Shoulder hour flights,17,15.470588235294118
2024-04-23,Regular departures,87,14.689655172413794
2024-04-23,Shoulder hour flights,20,11.8
2024-04-24,Regular departures,102,16.470588235294116
2024-04-24,Shoulder hour flights,15,12.0
2024-04-25,Regular departures,79,14.455696202531646
2024-04-25,Shoulder hour flights,18,14.166666666666666
2024-04-26,Night hour departures,1,5.0
2024-04-26,Regular departures,103,14.155339805825243
2024-04-26,Shoulder hour flights,18,13.0
2024-04-27,Regular departures,73,16.123287671232877
2024-04-27,Shoulder hour flights,19,15.157894736842104
2024-04-28,Regular departures,92,14.043478260869565
2024-04-28,Shoulder hour flights,19,11.842105263157896
2024-04-29,Regular departures,109,13.440366972477063
2024-04-29,Shoulder hour flights,13,10.23076923076923
2024-04-30,Regular departures,86,10.895348837209303
2024-04-30,Shoulder hour flights,21,16.285714285714285
